#separator:Tab
#html:true
#deck:🕉️ Sanskrit External Consonant Sandhi (Splitting)
#notetype:Basic
#columns:Key	Front	Back
#guid column:1
external_consonant_sandhi_split:m_anusvara:pustakam+harati	<center><big><big><big>पुस्तकं हरति</big></big></big></center>	<center><big><big><b>पुस्तकम् + हरति</b></big></big><br><big>pustakaṃ harati → pustakam + harati</big><br><br><b>Final म् becomes anusvāra before a consonant</b><br>Before any consonant, voiced or voiceless, final म् is written as anusvāra. Before a vowel it stays म्. In careful recitation it may instead be pronounced as the nasal of the following consonant's class.</center>
external_consonant_sandhi_split:hc_voicing:marut+āgacchati	<center><big><big><big>मरुदागच्छति</big></big></big></center>	<center><big><big><b>मरुत् + आगच्छति</b></big></big><br><big>marudāgacchati → marut + āgacchati</big><br><br><b>A voiceless final becomes the voiced consonant of its own class</b><br>क् ट् त् प् become ग् ड् द् ब् before a vowel or any voiced consonant. This is the general rule; rules 2-5 override it at particular junctions.</center>
external_consonant_sandhi_split:t_l:bhagavat+laya	<center><big><big><big>भगवल्लय</big></big></big></center>	<center><big><big><b>भगवत् + लय</b></big></big><br><big>bhagavallaya → bhagavat + laya</big><br><br><b>त् + ल् → ल्</b><br>त् is fully assimilated to a following ल्, giving a doubled ल्ल.</center>
external_consonant_sandhi_split:n_nasal:mahān+ḍambaraḥ	<center><big><big><big>महाण्डम्बरः</big></big></big></center>	<center><big><big><b>महान् + डम्बरः</b></big></big><br><big>mahāṇḍambaraḥ → mahān + ḍambaraḥ</big><br><br><b>न् becomes the corresponding nasal before a voiced palatal or cerebral</b><br>न् becomes ञ् before ज् झ्, and ण् before ड् ढ् — the nasal of the following consonant's class.</center>
external_consonant_sandhi_split:stop_ha:prāk+harati	<center><big><big><big>प्राग्घरति</big></big></big></center>	<center><big><big><b>प्राक् + हरति</b></big></big><br><big>prāggharati → prāk + harati</big><br><small>(प्राक् ← प्राञ्च्)</small><br><br><b>Before ह्, the final voices and the ह् becomes the matching voiced aspirate</b><br>The final becomes the voiced consonant of its own class, and the ह् becomes that class's voiced aspirate: क्+ह् → ग्घ्, ट्+ह् → ड्ढ्, त्+ह् → द्ध्, प्+ह् → ब्भ्.</center>
external_consonant_sandhi_split:n_anusvara_sibilant:etān+ca	<center><big><big><big>एतांश्च</big></big></big></center>	<center><big><big><b>एतान् + च</b></big></big><br><big>etāṃśca → etān + ca</big><br><br><b>न् becomes anusvāra + the corresponding sibilant before a voiceless palatal, cerebral or dental</b><br>A sibilant is inserted at the place of the following sound — श् before च् छ्, ष् before ट् ठ्, स् before त् थ् — and the न् becomes anusvāra before it.</center>
external_consonant_sandhi_split:nasal_doubling:gāyan+eva	<center><big><big><big>गायन्नेव</big></big></big></center>	<center><big><big><b>गायन् + एव</b></big></big><br><big>gāyanneva → gāyan + eva</big><br><br><b>ङ् ण् न् double after a short vowel before a vowel</b><br>A final nasal preceded by a SHORT vowel doubles when the next word begins with any vowel. After a long vowel there is no doubling.</center>
external_consonant_sandhi_split:cha_doubling:nānā+chidra	<center><big><big><big>नानाच्छिद्र</big></big></big></center>	<center><big><big><b>नाना + छिद्र</b></big></big><br><big>nānācchidra → nānā + chidra</big><br><br><b>Initial छ् becomes च्छ् after a vowel</b><br>A word-initial छ् doubles to च्छ् after a short vowel. After a long vowel the doubling is optional.</center>
external_consonant_sandhi_split:n_l:gacchan+lokam	<center><big><big><big>गच्छंल्लोकम्</big></big></big></center>	<center><big><big><b>गच्छन् + लोकम्</b></big></big><br><big>gacchaṃllokam → gacchan + lokam</big><br><br><b>न् + ल् → anusvāra + ल्</b><br>The न् assimilates to the ल् but its nasality survives as the anusvāra written before it.</center>
external_consonant_sandhi_split:hc_voicing:ṣaṭ+vastu	<center><big><big><big>षड्वस्तु</big></big></big></center>	<center><big><big><b>षट् + वस्तु</b></big></big><br><big>ṣaḍvastu → ṣaṭ + vastu</big><br><small>(षट् ← षष्)</small><br><br><b>A voiceless final becomes the voiced consonant of its own class</b><br>क् ट् त् प् become ग् ड् द् ब् before a vowel or any voiced consonant. This is the general rule; rules 2-5 override it at particular junctions.</center>
external_consonant_sandhi_split:t_sha:cit+śakti	<center><big><big><big>चिच्छक्ति</big></big></big></center>	<center><big><big><b>चित् + शक्ति</b></big></big><br><big>cicchakti → cit + śakti</big><br><br><b>त् + श् → च्छ्</b><br>Two changes at once: the त् becomes the palatal च्, and the following श् hardens to छ्.</center>
external_consonant_sandhi_split:n_anusvara_sibilant:sarvān+tyaktvā	<center><big><big><big>सर्वांस्त्यक्त्वा</big></big></big></center>	<center><big><big><b>सर्वान् + त्यक्त्वा</b></big></big><br><big>sarvāṃstyaktvā → sarvān + tyaktvā</big><br><br><b>न् becomes anusvāra + the corresponding sibilant before a voiceless palatal, cerebral or dental</b><br>A sibilant is inserted at the place of the following sound — श् before च् छ्, ष् before ट् ठ्, स् before त् थ् — and the न् becomes anusvāra before it.</center>
